4.796939	5.389016	crackle
8.093686	8.214987	crackle
8.214987	8.228100	crackle
8.228100	8.276621	crackle
8.276621	8.293012	crackle
8.293012	8.346122	crackle
8.346122	8.353990	crackle
11.568779	11.775317	crackle
11.775317	11.857933	crackle
15.442523	16.200486	crackle
18.598956	18.941219	crackle
18.941219	18.958267	crackle
18.958267	18.987117	crackle
18.987117	18.996952	crackle
18.996952	19.210047	crackle
19.210047	20.055872	crackle
21.874722	22.389429	crackle
22.389429	22.401887	crackle
22.401887	22.428770	crackle
22.428770	22.440572	crackle
22.438605	23.538832	crackle
25.456034	25.581924	crackle
25.581924	25.598972	crackle
25.598972	25.660605	crackle
25.660605	25.690766	crackle
25.690766	25.716994	crackle
25.716994	25.741909	crackle
25.741909	26.384474	crackle
28.599353	28.865558	crackle
28.865558	28.894408	crackle
28.894408	28.919324	crackle
28.919324	28.948174	crackle
28.948174	30.085119	crackle
32.762907	33.054028	crackle
33.054028	33.092057	crackle
33.092057	33.111727	crackle
33.111727	33.139922	crackle
33.139922	33.499889	crackle
47.901195	48.824390	crackle
48.824390	49.057811	crackle
49.057811	52.197196	crackle 
52.197196	53.078427	crackle
54.033094	55.323468	crackle
55.323468	56.640069	wheeze
56.640069	56.954794	crackle
56.954794	58.507439	crackle
58.507439	60.568890	wheeze
60.568890	60.983278	crackle
60.983278	62.735249	crackle
62.735249	64.917345	wheeze
66.527689	68.683558	wheeze
70.970562	73.603764	wheeze
74.149288	77.118197	wheeze
77.118197	78.670842	crackle
