1.188	1.211	crackle
2.137	2.162	crackle
2.421	2.444	crackle
2.549	2.573	crackle
2.654	2.674	crackle
2.742	2.761	crackle
4.488	4.510	crackle
5.429	5.452	crackle
5.476	5.502	crackle
5.624	5.650	crackle
5.750	5.788	crackle
6.116	6.136	crackle
6.175	6.200	crackle
8.465	8.504	crackle
8.627	8.662	crackle
8.683	8.715	crackle
8.743	8.770	crackle
9.056	9.076	crackle
9.147	9.170	crackle
11.516	11.542	crackle
11.649	11.682	crackle
11.759	11.781	crackle
11.977	12.007	crackle
12.126	12.159	crackle
12.161	12.198	crackle
14.935	14.962	crackle
14.987	15.011	crackle
15.243	15.268	crackle
15.493	15.509	crackle
17.581	17.602	crackle
17.870	17.896	crackle
17.934	17.957	crackle
18.062	18.090	crackle
18.125	18.152	crackle
18.155	18.179	crackle
