1.251	1.270	crackle
1.281	1.300	crackle
1.319	1.343	crackle
1.894	1.915	crackle
3.813	3.831	crackle
3.847	3.869	crackle
3.974	3.996	crackle
4.197	4.218	crackle
4.322	4.340	crackle
6.032	6.052	crackle
6.118	6.141	crackle
6.152	6.170	crackle
6.617	6.646	crackle
8.572	8.596	crackle
8.660	8.681	crackle
8.721	8.739	crackle
11.017	11.036	crackle
11.099	11.120	crackle
12.830	12.856	crackle
13.418	13.437	crackle
13.482	13.508	crackle
13.543	13.565	crackle
15.646	15.672	crackle
15.842	15.865	crackle
15.994	16.021	crackle
16.063	16.087	crackle
16.144	16.174	crackle
16.373	16.402	crackle
18.632	18.654	crackle
18.716	18.748	crackle
