2.310	2.344	crackle
2.366	2.403	crackle
2.409	2.438	crackle
2.582	2.620	crackle
2.674	2.704	crackle
2.774	2.810	crackle
5.466	5.494	crackle
5.609	5.640	crackle
5.674	5.705	crackle
5.722	5.755	crackle
8.567	8.594	crackle
8.597	8.627	crackle
8.657	8.689	crackle
8.829	8.869	crackle
11.734	11.778	crackle
11.886	11.923	crackle
12.004	12.056	crackle
14.841	14.872	crackle
14.991	15.028	crackle
15.209	15.234	crackle
17.385	17.426	crackle
17.912	17.949	crackle
18.023	18.056	crackle
18.150	18.191	crackle
18.272	18.310	crackle
