3.344	3.369	crackle
4.002	4.038	crackle
5.779	5.798	crackle
8.600	8.628	crackle
9.897	9.927	crackle
9.994	10.031	crackle
10.096	10.129	crackle
10.392	10.423	crackle
10.769	10.795	crackle
10.819	10.844	crackle
10.843	10.878	crackle
11.103	11.123	crackle
11.254	11.276	crackle
11.503	11.542	crackle
11.631	11.654	crackle
11.744	11.769	crackle
12.535	12.557	crackle
12.863	12.885	crackle
12.961	12.978	crackle
13.025	13.051	crackle
13.155	13.167	crackle
13.504	13.523	crackle
13.640	13.661	crackle
13.775	13.791	crackle
13.842	13.860	crackle
13.970	13.992	crackle
14.150	14.190	crackle
14.351	14.380	crackle
17.275	17.306	crackle
17.401	17.423	crackle
19.574	19.886	wheeze
