0.000000	0.480302	crackle
2.978539	3.250932	crackle
3.250932	3.926912	wheeze
6.320639	6.491858	crackle
6.491858	7.071111	wheeze
9.313631	9.719442	crackle
9.719442	10.168613	wheeze
12.898106	13.525167	crackle
16.792776	17.241947	crackle
17.241947	17.746709	wheeze
19.775762	20.393928	crackle
21.564664	21.713646	wheeze
22.647567	23.654866	crackle
25.647230	26.207582	crackle
26.207582	26.505547	wheeze
28.266654	29.067157	crackle
29.067157	29.485197	wheeze
32.487084	32.905124	crackle
33.592223	34.441924	crackle
35.440051	37.170027	wheeze
37.170027	38.775481	crackle
39.733861	40.229728	crackle
40.229728	40.887919	wheeze   
40.887919	40.970193	crackle
40.970193	41.237028	wheeze
41.237028	41.279276	crackle
41.279276	41.370445	wheeze
41.370445	41.434930	crackle
41.434930	41.586136	wheeze
41.586136	41.675081	crackle
41.675081	41.801827	wheeze
41.801827	41.870759	crackle
41.870759	42.021965	wheeze
42.021965	42.119805	crackle
42.357732	44.254479	crackle
44.254479	47.456492	wheeze
47.456492	49.777951	crackle
49.777951	52.677551	wheeze
52.677551	54.692150	crackle
54.692150	57.333811	wheeze
57.333811	58.756927	crackle
58.756927	62.021201	wheeze
