2.145	2.180	crackle
2.218	2.245	crackle
2.245	2.267	crackle
2.336	2.363	crackle
2.504	2.529	crackle
2.815	2.838	crackle
2.849	2.870	crackle
2.906	2.946	crackle
2.966	3.000	crackle
3.014	3.058	crackle
6.252	6.281	crackle
6.310	6.334	crackle
6.436	6.459	crackle
6.461	6.481	crackle
6.602	6.628	crackle
6.671	6.705	crackle
6.713	6.736	crackle
6.742	6.766	crackle
7.058	7.076	crackle
7.115	7.149	crackle
7.161	7.180	crackle
9.863	9.888	crackle
10.074	10.101	crackle
10.144	10.170	crackle
10.244	10.265	crackle
10.293	10.314	crackle
10.374	10.398	crackle
10.493	10.517	crackle
10.538	10.564	crackle
10.781	10.804	crackle
10.838	10.858	crackle
10.925	10.945	crackle
10.951	10.976	crackle
11.052	11.081	crackle
13.434	13.457	crackle
13.471	13.503	crackle
13.690	13.714	crackle
13.748	13.770	crackle
13.770	13.795	crackle
13.848	13.869	crackle
13.929	13.952	crackle
14.375	14.399	crackle
14.476	14.502	crackle
14.538	14.571	crackle
17.305	17.330	crackle
17.346	17.374	crackle
17.510	17.536	crackle
17.601	17.628	crackle
17.888	17.905	crackle
17.941	17.966	crackle
18.280	18.301	crackle
18.401	18.427	crackle
18.446	18.467	crackle
