0.373	0.393	crackle
0.476	0.490	crackle
0.529	0.798	wheeze
0.699	0.729	crackle
0.727	0.781	crackle
0.829	1.339	wheeze
1.485	1.659	wheeze
2.756	2.775	crackle
2.801	2.824	crackle
2.827	2.848	crackle
3.609	3.673	crackle
3.680	3.707	crackle
3.712	3.738	crackle
3.745	3.771	crackle
4.072	4.107	crackle
4.179	5.364	wheeze
6.052	6.069	crackle
6.067	6.085	crackle
6.086	6.110	crackle
6.157	6.178	crackle
6.911	7.055	crackle
7.206	8.583	wheeze
9.436	9.455	crackle
9.475	9.495	crackle
9.513	9.533	crackle
9.614	9.635	crackle
10.327	10.416	crackle
10.791	12.387	wheeze
12.651	12.674	crackle
12.678	12.696	crackle
12.724	12.746	crackle
12.815	12.837	crackle
12.856	12.873	crackle
12.931	12.948	crackle
13.040	13.060	crackle
13.580	13.690	crackle
15.016	15.094	crackle
15.666	15.688	crackle
15.705	15.725	crackle
15.747	15.773	crackle
15.781	15.800	crackle
15.816	15.840	crackle
16.593	16.659	crackle
16.642	16.725	crackle
17.620	18.002	wheeze
18.192	18.240	crackle
19.110	19.129	crackle
19.187	19.212	crackle
19.228	19.257	crackle
19.265	19.285	crackle
19.305	19.327	crackle
