0.036	1.779	wheeze
0.912	0.940	crackle
1.001	1.046	crackle
1.151	1.182	crackle
1.272	1.299	crackle
2.207	2.493	wheeze
3.922	5.864	wheeze
6.238	6.265	crackle
6.550	6.793	wheeze
6.874	6.910	crackle
7.199	7.233	crackle
7.538	7.575	crackle
8.536	10.464	wheeze
8.987	9.018	crackle
9.984	10.032	crackle
10.588	10.637	crackle
11.007	11.321	wheeze
12.850	14.721	wheeze
13.905	13.935	crackle
15.236	15.536	wheeze
17.193	19.079	wheeze
18.859	18.888	crackle
18.901	18.931	crackle
19.317	19.347	crackle
19.395	19.417	crackle
19.579	19.779	wheeze
