0.864	1.364	wheeze
1.493	1.764	wheeze
4.107	4.607	wheeze
4.275	4.303	crackle
4.389	4.427	crackle
4.779	5.150	wheeze
4.957	4.986	crackle
7.422	7.893	wheeze
7.488	7.510	crackle
7.801	7.818	crackle
8.323	8.365	crackle
10.793	11.050	wheeze
11.350	11.564	wheeze
12.260	12.299	crackle
12.680	12.715	crackle
13.246	13.281	crackle
13.843	13.860	crackle
13.935	13.954	crackle
14.022	14.407	wheeze
14.593	14.807	wheeze
16.587	16.621	crackle
17.479	17.707	wheeze
17.779	18.064	wheeze
18.107	18.322	wheeze
18.387	18.426	crackle
18.455	18.478	crackle
18.940	18.964	crackle
