1.620	1.642	crackle
1.711	1.736	crackle
2.107	2.143	crackle
4.579	4.601	crackle
4.945	4.987	crackle
6.712	6.737	crackle
6.750	6.769	crackle
6.809	6.830	crackle
6.968	6.993	crackle
9.641	9.664	crackle
9.902	9.915	crackle
11.797	11.816	crackle
11.904	11.926	crackle
12.312	12.325	crackle
14.286	14.314	crackle
14.319	14.346	crackle
14.422	14.443	crackle
14.485	14.514	crackle
16.722	16.751	crackle
16.771	16.802	crackle
16.952	16.977	crackle
17.014	17.044	crackle
17.247	17.269	crackle
