1.362	1.389	crackle
2.203	2.226	crackle
3.221	3.241	crackle
3.281	3.299	crackle
4.108	4.132	crackle
4.272	4.294	crackle
4.512	4.540	crackle
5.162	5.191	crackle
5.752	5.774	crackle
6.044	6.068	crackle
6.748	6.768	crackle
6.869	6.890	crackle
7.036	7.063	crackle
8.221	8.243	crackle
8.389	8.415	crackle
8.590	8.612	crackle
9.330	9.355	crackle
9.475	9.497	crackle
10.613	10.637	crackle
10.958	10.984	crackle
11.119	11.144	crackle
11.726	11.762	crackle
12.080	12.106	crackle
12.112	12.134	crackle
12.268	12.302	crackle
12.335	12.364	crackle
12.823	12.846	crackle
13.140	13.163	crackle
13.431	13.453	crackle
14.079	14.101	crackle
14.298	14.318	crackle
14.418	14.447	crackle
14.551	14.574	crackle
15.142	15.171	crackle
15.180	15.203	crackle
15.243	15.273	crackle
15.694	15.725	crackle
15.965	15.989	crackle
16.076	16.098	crackle
16.123	16.150	crackle
16.206	16.233	crackle
16.535	16.561	crackle
16.967	17.002	crackle
17.623	17.648	crackle
17.820	17.845	crackle
18.021	18.043	crackle
18.127	18.150	crackle
18.266	18.293	crackle
18.622	18.652	crackle
18.709	18.741	crackle
19.094	19.118	crackle
19.657	19.687	crackle
19.756	19.779	crackle
