2.899	2.926	crackle
3.480	3.502	crackle
4.056	4.090	crackle
4.415	4.446	crackle
5.380	5.404	crackle
5.526	5.560	crackle
5.584	5.808	wheeze
5.950	6.127	wheeze
6.338	6.356	crackle
6.828	6.849	crackle
10.488	10.904	wheeze
14.377	14.403	crackle
14.541	14.560	crackle
14.565	14.713	wheeze
14.752	14.918	wheeze
14.956	14.981	crackle
15.126	15.154	crackle
15.282	15.305	crackle
15.468	15.491	crackle
18.940	18.961	crackle
19.060	19.089	crackle
19.134	19.508	wheeze
19.215	19.243	crackle
19.299	19.323	crackle
