0.350	0.371	crackle
0.789	0.822	crackle
2.085	2.113	crackle
2.121	2.155	crackle
2.463	2.506	crackle
2.508	2.529	crackle
2.553	2.592	crackle
2.606	2.630	crackle
3.368	3.407	crackle
3.808	3.858	crackle
7.181	7.223	crackle
7.482	7.516	crackle
7.518	7.542	crackle
7.900	7.929	crackle
8.524	8.578	crackle
9.672	9.721	crackle
9.817	9.839	crackle
9.891	9.923	crackle
10.034	10.066	crackle
10.143	10.169	crackle
10.190	10.224	crackle
10.931	10.961	crackle
11.029	11.063	crackle
12.105	12.135	crackle
12.139	12.178	crackle
12.203	12.229	crackle
12.239	12.271	crackle
13.270	13.305	crackle
13.311	13.339	crackle
13.471	13.509	crackle
13.522	13.544	crackle
13.623	13.665	crackle
13.755	13.794	crackle
14.447	14.464	crackle
14.467	14.485	crackle
14.612	14.632	crackle
16.385	16.416	crackle
16.832	16.856	crackle
16.920	16.945	crackle
17.166	17.194	crackle
19.193	19.221	crackle
19.316	19.346	crackle
19.664	19.702	crackle
