0.518	0.808	wheeze
0.831	1.340	wheeze
1.494	1.685	wheeze
2.941	2.954	crackle
2.995	3.009	crackle
3.232	3.386	wheeze
3.497	3.608	wheeze
3.613	3.668	crackle
3.820	3.854	crackle
4.062	4.124	crackle
4.189	5.090	wheeze
6.074	6.091	crackle
6.126	6.148	crackle
6.176	6.195	crackle
6.241	6.259	crackle
6.356	6.373	crackle
6.434	6.457	crackle
6.513	6.526	crackle
6.901	7.055	crackle
7.225	8.571	wheeze
9.474	9.500	crackle
9.500	9.523	crackle
9.530	9.552	crackle
9.684	9.703	crackle
10.331	10.402	crackle
10.792	12.324	wheeze
12.744	12.762	crackle
12.756	12.773	crackle
12.942	12.963	crackle
13.566	13.696	crackle
15.027	15.073	crackle
15.772	15.789	crackle
15.828	15.845	crackle
15.891	15.908	crackle
15.942	15.961	crackle
16.596	16.658	crackle
16.644	16.724	wheeze
17.622	18.015	wheeze
19.122	19.147	crackle
19.172	19.195	crackle
19.198	19.218	crackle
19.228	19.253	crackle
19.413	19.444	crackle
19.597	19.619	crackle
19.778	19.800	crackle
