1.726	1.735	crackle
2.107	2.126	crackle
2.138	2.150	crackle
3.289	3.312	crackle
5.434	5.451	crackle
5.534	5.550	crackle
8.251	8.273	crackle
8.565	8.580	crackle
9.601	9.632	crackle
9.673	9.687	crackle
10.814	10.841	crackle
11.402	11.415	crackle
12.291	12.306	crackle
12.469	12.490	crackle
15.811	15.833	crackle
16.352	16.376	crackle
16.487	16.523	crackle
16.552	16.583	crackle
16.726	16.746	crackle
16.864	16.883	crackle
17.499	17.513	crackle
17.743	17.777	crackle
18.291	18.306	crackle
18.512	18.527	crackle
