0.796	0.818	crackle
0.966	0.987	crackle
0.968	1.294	wheeze
1.036	1.056	crackle
3.506	3.929	wheeze
4.104	4.128	crackle
5.785	5.904	wheeze
6.049	6.086	crackle
8.154	8.176	crackle
8.239	8.261	crackle
8.257	8.280	crackle
8.290	8.310	crackle
8.391	8.423	crackle
10.205	10.220	crackle
10.251	10.271	crackle
12.350	12.371	crackle
12.410	12.432	crackle
14.658	14.688	crackle
14.797	14.819	crackle
16.822	16.840	crackle
16.853	16.873	crackle
16.900	16.922	crackle
17.099	17.116	crackle
17.132	17.155	crackle
19.223	19.253	crackle
