1.385	1.946	wheeze
2.633	2.919	wheeze
3.358	3.621	wheeze
3.621	3.818	wheeze
3.818	3.912	crackle
3.912	4.147	wheeze
4.147	4.335	crackle
4.520	4.657	wheeze
4.747	4.877	wheeze
4.967	5.332	wheeze
5.626	6.007	wheeze
6.281	6.438	wheeze
6.642	6.697	crackle
6.697	6.755	wheeze
6.755	6.772	crackle
6.772	7.437	wheeze
7.437	7.494	crackle
7.914	8.406	wheeze
8.606	8.826	wheeze
8.826	8.929	crackle
8.929	9.048	wheeze
9.331	9.703	wheeze
10.038	10.245	wheeze
10.503	10.615	crackle
10.615	10.913	wheeze
10.912	10.944	crackle
10.944	11.309	wheeze
11.309	11.377	crackle
11.696	11.977	wheeze
12.400	12.613	wheeze
12.993	13.401	wheeze
