2.145	2.180	crackle
2.504	2.533	crackle
2.579	2.604	crackle
2.651	2.681	crackle
2.812	2.835	crackle
2.970	2.999	crackle
6.252	6.276	crackle
6.518	6.549	crackle
6.672	6.704	crackle
6.707	6.734	crackle
6.739	6.775	crackle
6.824	6.857	crackle
7.015	7.033	crackle
7.061	7.092	crackle
7.158	7.189	crackle
10.071	10.098	crackle
10.287	10.314	crackle
10.415	10.440	crackle
10.491	10.534	crackle
10.627	10.657	crackle
10.692	10.726	crackle
10.793	10.817	crackle
10.855	10.888	crackle
10.942	10.985	crackle
13.477	13.498	crackle
13.772	13.793	crackle
13.845	13.865	crackle
14.118	14.143	crackle
14.335	14.359	crackle
14.543	14.566	crackle
17.331	17.365	crackle
17.936	17.971	crackle
18.027	18.063	crackle
18.170	18.206	crackle
