0.594	0.840	wheeze
1.708	1.719	crackle
2.139	2.367	wheeze
2.317	2.329	crackle
3.601	4.023	wheeze
3.755	3.772	crackle
4.056	4.074	crackle
4.150	4.172	crackle
5.194	5.210	crackle
5.292	5.303	crackle
7.408	7.445	crackle
7.922	8.131	wheeze
8.689	8.722	crackle
10.200	10.224	crackle
11.669	12.359	wheeze
12.391	12.905	wheeze
12.605	12.619	crackle
13.754	13.767	crackle
13.853	14.136	wheeze
15.398	15.764	wheeze
17.074	17.091	crackle
17.522	17.546	crackle
17.522	17.546	crackle
17.656	17.681	crackle
18.904	18.918	crackle
19.331	19.706	wheeze
19.881	19.900	crackle
