0.830	0.863	crackle
3.169	3.205	crackle
3.453	3.479	crackle
3.646	3.666	crackle
3.741	3.768	crackle
3.874	3.902	crackle
6.353	6.373	crackle
6.651	6.666	crackle
6.671	6.690	crackle
6.737	6.754	crackle
6.772	6.796	crackle
6.814	6.839	crackle
6.876	6.896	crackle
9.538	9.559	crackle
9.736	9.772	crackle
9.812	9.844	crackle
10.037	10.053	crackle
10.096	10.113	crackle
10.120	10.140	crackle
10.190	10.218	crackle
10.276	10.299	crackle
13.214	13.240	crackle
13.294	13.322	crackle
13.457	13.498	crackle
13.513	13.539	crackle
13.588	13.609	crackle
13.639	13.658	crackle
13.760	13.792	crackle
13.872	13.903	crackle
16.626	16.645	crackle
16.847	16.880	crackle
16.887	16.909	crackle
16.931	16.953	crackle
17.037	17.057	crackle
17.152	17.173	crackle
17.255	17.281	crackle
