1.456	1.593	wheeze
2.459	2.482	crackle
2.495	2.517	crackle
2.534	2.557	crackle
2.571	2.594	crackle
2.615	2.636	crackle
2.653	2.679	crackle
2.690	2.711	crackle
2.728	2.755	crackle
2.769	2.792	crackle
2.806	2.827	crackle
2.841	2.866	crackle
2.887	2.907	crackle
3.200	3.228	crackle
3.265	3.292	crackle
3.394	3.422	crackle
4.773	4.798	crackle
6.756	6.784	crackle
7.538	7.561	crackle
10.374	10.397	crackle
10.411	10.432	crackle
10.501	10.522	crackle
10.541	10.561	crackle
10.583	10.609	crackle
10.629	10.654	crackle
10.670	10.696	crackle
10.712	10.739	crackle
10.759	10.782	crackle
10.804	10.825	crackle
10.849	10.877	crackle
10.903	10.924	crackle
10.958	10.987	crackle
13.177	13.206	crackle
14.057	14.083	crackle
14.223	14.244	crackle
14.290	14.307	crackle
14.364	14.385	crackle
14.441	14.460	crackle
14.520	14.548	crackle
14.609	14.639	crackle
14.694	14.720	crackle
14.767	14.796	crackle
14.848	14.867	crackle
14.862	14.885	crackle
14.924	14.948	crackle
15.029	15.050	crackle
15.367	15.399	crackle
16.845	16.869	crackle
18.252	18.273	crackle
18.292	18.314	crackle
18.345	18.368	crackle
18.406	18.433	crackle
18.465	18.487	crackle
18.497	18.523	crackle
18.527	18.548	crackle
18.588	18.615	crackle
18.647	18.671	crackle
18.711	18.731	crackle
18.782	18.803	crackle
18.870	18.896	crackle
18.964	18.995	crackle
19.041	19.065	crackle
